Date,Loc.,Race No.,Type,Going,Course,Purse,Place,No.,Horse,Jockey,Trainer,Act. Wt.,Decl. Horse Wt.,Draw,LBW,Running Pos.,Finish Time,Win Odds
9/6/2020,ST,1,Class 5 - 1600M - (40-0),GOOD,"TURF - ""A"" Course","HK$ 750,000",1,5,JOY MASTER(B222),J Moreira,C Fownes,128,1070,3,"""-""",7 8 6 1,01:35.9,2.6
9/6/2020,ST,1,Class 5 - 1600M - (40-0),GOOD,"TURF - ""A"" Course","HK$ 750,000",2,11,ART OF RAW(V368),H T Mo,C W Chang,115,1085,8,"""3/4""",2 2 1 2,01:36.0,13
9/6/2020,ST,1,Class 5 - 1600M - (40-0),GOOD,"TURF - ""A"" Course","HK$ 750,000",3,10,THE FULL BLOOM(V243),K C Leung,C H Yip,119,1085,1,"""1-1/4""",5 3 3 3,01:36.1,7.3
9/6/2020,ST,1,Class 5 - 1600M - (40-0),GOOD,"TURF - ""A"" Course","HK$ 750,000",4,1,WHO'S HORSE(C233),K Teetan,K H Ting,133,1140,6,"""1-1/4""",1 1 2 4,01:36.1,7.2
9/6/2020,ST,1,Class 5 - 1600M - (40-0),GOOD,"TURF - ""A"" Course","HK$ 750,000",5,7,GREEN GENERATION(C355),C Y Ho,C W Chang,126,1052,7,"""1-1/2""",9 11 10 5,01:36.1,36
9/6/2020,ST,1,Class 5 - 1600M - (40-0),GOOD,"TURF - ""A"" Course","HK$ 750,000",6,8,GREAT SMART(C319),M Chadwick,K L Man,124,1199,11,"""1-3/4""",4 4 4 6,01:36.2,7.7
9/6/2020,ST,1,Class 5 - 1600M - (40-0),GOOD,"TURF - ""A"" Course","HK$ 750,000",7,6,AMAZING AGILITY(V192),H W Lai,L Ho,127,975,9,"""2""",6 6 9 7,01:36.2,19
9/6/2020,ST,1,Class 5 - 1600M - (40-0),GOOD,"TURF - ""A"" Course","HK$ 750,000",8,9,BRAVERY AND POWER(C295),M F Poon,W Y So,119,1055,4,"""2-3/4""",3 5 5 8,01:36.3,61
9/6/2020,ST,1,Class 5 - 1600M - (40-0),GOOD,"TURF - ""A"" Course","HK$ 750,000",9,2,ENJOYABLE SUCCESS(B150),B Shinn,C W Chang,130,1082,5,"""3-3/4""",12 9 8 9,01:36.5,15
9/6/2020,ST,1,Class 5 - 1600M - (40-0),GOOD,"TURF - ""A"" Course","HK$ 750,000",10,12,FORTUNE BUDDY(B444),M L Yeung,T P Yung,116,1089,2,"""5-1/4""",8 7 7 10,01:36.7,58
9/6/2020,ST,1,Class 5 - 1600M - (40-0),GOOD,"TURF - ""A"" Course","HK$ 750,000",11,3,FORTUNE PATROL(A245),A Hamelin,A T Millard,129,1031,12,"""5-1/2""",11 12 12 11,01:36.8,6
9/6/2020,ST,1,Class 5 - 1600M - (40-0),GOOD,"TURF - ""A"" Course","HK$ 750,000",12,4,WILLFUL(C047),H N Wong,Y S Tsui,126,1076,10,"""7-1/4""",10 10 11 12,01:37.1,126
9/6/2020,ST,2,Class 5 - 1200M - (40-0),GOOD,"TURF - ""A"" Course","HK$ 750,000",1,11,MONEYMORE(B182),M L Yeung,D A Hayes,119,1065,8,"""-""",9 7 1,01:09.7,4.2
9/6/2020,ST,2,Class 5 - 1200M - (40-0),GOOD,"TURF - ""A"" Course","HK$ 750,000",2,3,TELECOM MISSILE(D209),Z Purton,C H Yip,132,1266,2,"""1/2""",5 5 2,01:09.8,13
9/6/2020,ST,2,Class 5 - 1200M - (40-0),GOOD,"TURF - ""A"" Course","HK$ 750,000",3,1,ADONIS(A324),K Teetan,D J Whyte,133,1088,11,"""1-1/4""",10 9 3,01:09.9,5.6
9/6/2020,ST,2,Class 5 - 1200M - (40-0),GOOD,"TURF - ""A"" Course","HK$ 750,000",4,7,FOX CHEUNGER(B187),J Moreira,K W Lui,122,1005,5,"""1-3/4""",7 6 4,01:10.0,9.1
9/6/2020,ST,2,Class 5 - 1200M - (40-0),GOOD,"TURF - ""A"" Course","HK$ 750,000",5,4,SPEEDY DRAGON(B185),B Shinn,D J Hall,129,1058,13,"""2-1/2""",12 13 5,01:10.1,15
9/6/2020,ST,2,Class 5 - 1200M - (40-0),GOOD,"TURF - ""A"" Course","HK$ 750,000",6,8,ROYAL CHOCOLATE(A356),A Badel,A T Millard,122,1141,9,"""2-3/4""",13 12 6,01:10.2,22
9/6/2020,ST,2,Class 5 - 1200M - (40-0),GOOD,"TURF - ""A"" Course","HK$ 750,000",7,5,U W BROTHER(C389),C Schofield,Y S Tsui,126,1143,4,"""3-1/4""",1 1 7,01:10.2,6.6
9/6/2020,ST,2,Class 5 - 1200M - (40-0),GOOD,"TURF - ""A"" Course","HK$ 750,000",8,12,JIMSON THE DRAGON(C017),K H Chan,C H Yip,110,1054,1,"""5-1/4""",4 3 8,01:10.6,21
9/6/2020,ST,2,Class 5 - 1200M - (40-0),GOOD,"TURF - ""A"" Course","HK$ 750,000",9,9,E GENERATION(C322),A Hamelin,C Fownes,120,1108,6,"""6-1/2""",3 2 9,01:10.8,8.4
9/6/2020,ST,2,Class 5 - 1200M - (40-0),GOOD,"TURF - ""A"" Course","HK$ 750,000",10,13,TARGET FINDER(C154),H T Mo,C W Chang,111,1061,10,"""6-3/4""",8 8 10,01:10.8,130
9/6/2020,ST,2,Class 5 - 1200M - (40-0),GOOD,"TURF - ""A"" Course","HK$ 750,000",11,2,FANTASTIC FABIO(V364),C L Chau,C H Yip,123,1183,12,"""8""",2 4 11,01:11.0,6.2
9/6/2020,ST,2,Class 5 - 1200M - (40-0),GOOD,"TURF - ""A"" Course","HK$ 750,000",12,6,PLEASANT GUY(B060),K C Leung,L Ho,124,1170,7,"""9-1/2""",11 11 12,01:11.2,80
9/6/2020,ST,2,Class 5 - 1200M - (40-0),GOOD,"TURF - ""A"" Course","HK$ 750,000",13,10,DASHING GRACE(C513),M Chadwick,T P Yung,119,1056,3,"""14-3/4""",6 10 13,01:12.1,180
9/6/2020,ST,3,Class 4 - 1200M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",1,2,WINSTON'S LAD(T348),C Y Ho,K W Lui,130,1079,2,"""-""",11 11 1,01:09.6,6.2
9/6/2020,ST,3,Class 4 - 1200M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",2,12,SUPER RED DRAGON(C191),A Badel,W Y So,116,1129,8,"""1-1/4""",6 6 2,01:09.8,9
9/6/2020,ST,3,Class 4 - 1200M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",3,1,ELIGERE(C473),C Schofield,Y S Tsui,133,1009,7,"""2-1/2""",10 10 3,01:10.0,17
9/6/2020,ST,3,Class 4 - 1200M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",4,14,GOLDEN MISSION(C106),M F Poon,C W Chang,112,1123,13,"""2-1/2""",7 7 4,01:10.0,37
9/6/2020,ST,3,Class 4 - 1200M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",5,4,ALL JOYFUL(D364),Z Purton,T P Yung,124,1156,4,"""3-1/2""",8 8 5,01:10.1,4.5
9/6/2020,ST,3,Class 4 - 1200M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",6,8,HERO STAR(D033),N Callan,K L Man,123,1130,6,"""3-1/2""",5 5 6,01:10.1,4.7
9/6/2020,ST,3,Class 4 - 1200M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",7,11,VIGOR CHAMP(C498),M L Yeung,K H Ting,120,1004,14,"""3-3/4""",13 14 7,01:10.2,13
9/6/2020,ST,3,Class 4 - 1200M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",8,5,COLONEL(D090),V Borges,P F Yiu,124,1148,3,"""4""",4 3 8,01:10.2,17
9/6/2020,ST,3,Class 4 - 1200M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",9,13,DIAMOND PEGASUS(D143),K Teetan,A S Cruz,115,1121,9,"""5""",2 1 9,01:10.4,5.1
9/6/2020,ST,3,Class 4 - 1200M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",10,9,SAM'S LOVE(A088),H N Wong,C H Yip,120,1076,1,"""5-1/4""",9 9 10,01:10.4,41
9/6/2020,ST,3,Class 4 - 1200M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",11,3,ULTRA EXPRESS(D161),A Hamelin,A T Millard,125,1088,5,"""5-1/2""",14 12 11,01:10.5,119
9/6/2020,ST,3,Class 4 - 1200M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",12,6,VIVA CHEF(D411),H T Mo,L Ho,121,1087,11,"""8-1/2""",1 2 12,01:11.0,46
9/6/2020,ST,3,Class 4 - 1200M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",13,7,DAILY CHARM(D398),M Chadwick,C S Shum,123,1137,12,"""11""",12 13 13,01:11.3,133
9/6/2020,ST,3,Class 4 - 1200M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",14,10,NOBLE MAN(C412),J Moreira,J Size,121,1088,10,"""17-1/4""",3 4 14,01:12.3,30
9/6/2020,ST,4,Class 4 - 1200M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",1,2,BRIGHT KID(C060),Z Purton,W Y So,130,1157,11,"""-""",9 9 1,01:09.4,4.6
9/6/2020,ST,4,Class 4 - 1200M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",2,10,BREEZE OF SPRING(C309),K C Leung,L Ho,119,1054,8,"""3/4""",11 11 2,01:09.5,16
9/6/2020,ST,4,Class 4 - 1200M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",3,5,UNTOLD RICHES(D414),M L Yeung,C W Chang,125,1272,7,"""1-1/4""",1 1 3,01:09.6,3.3
9/6/2020,ST,4,Class 4 - 1200M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",4,6,FORTUNE MASTER(D371),C Y Ho,K W Lui,124,1087,12,"""1-1/4""",7 6 4,01:09.6,82
9/6/2020,ST,4,Class 4 - 1200M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",5,14,COPARTNER ERA(C534),V Borges,W Y So,114,1109,2,"""3""",12 12 5,01:09.9,42
9/6/2020,ST,4,Class 4 - 1200M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",6,3,JUDY'S STAR(C311),N Callan,P O'Sullivan,130,1128,5,"""3-1/2""",8 8 6,01:09.9,4.4
9/6/2020,ST,4,Class 4 - 1200M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",7,11,HAPPY TANGO(D075),K Teetan,D J Whyte,119,1212,4,"""3-1/2""",10 10 7,01:09.9,12
9/6/2020,ST,4,Class 4 - 1200M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",8,13,LUCKY GUY(T349),M F Poon,C H Yip,113,1213,1,"""5-1/2""",6 7 8,01:10.3,14
9/6/2020,ST,4,Class 4 - 1200M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",9,1,DAY DAY RICH(D231),C L Chau,T P Yung,123,1008,3,"""6""",3 4 9,01:10.4,44
9/6/2020,ST,4,Class 4 - 1200M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",10,8,WAR LORD(C113),J Moreira,J Size,124,1121,9,"""7""",4 3 10,01:10.5,26
9/6/2020,ST,4,Class 4 - 1200M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",11,12,ROCKET HAMMER(C520),H N Wong,K H Ting,114,978,14,"""7-3/4""",14 13 11,01:10.6,405
9/6/2020,ST,4,Class 4 - 1200M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",12,4,MORE THAN ENOUGH(D372),A Badel,A S Cruz,130,1193,6,"""8-1/2""",5 5 12,01:10.8,9
9/6/2020,ST,4,Class 4 - 1200M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",13,7,INTERSTELLAR(C270),A Hamelin,A T Millard,124,1155,10,"""9-1/4""",2 2 13,01:10.9,23
9/6/2020,ST,4,Class 4 - 1200M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",14,9,FRESH POWER(B067),C Wong,Y S Tsui,117,992,13,"""10-1/2""",13 14 14,01:11.1,85
9/6/2020,ST,5,Class 4 - 1400M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",1,2,LEAP OF FAITH(C386),J Moreira,J Size,133,1100,14,"""-""",9 3 2 1,01:22.3,13
9/6/2020,ST,5,Class 4 - 1400M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",2,4,ANGEL OF MY EYES(D360),Z Purton,C S Shum,131,1082,10,"""1-1/4""",1 1 1 2,01:22.4,4.1
9/6/2020,ST,5,Class 4 - 1400M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",3,6,SUMSTREETSUMWHERE(B283),B Shinn,D J Hall,130,1081,1,"""1-1/4""",2 4 4 3,01:22.4,2.5
9/6/2020,ST,5,Class 4 - 1400M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",4,1,EZRA(C056),A Badel,A T Millard,133,1115,8,"""1-1/2""",8 8 6 4,01:22.5,10
9/6/2020,ST,5,Class 4 - 1400M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",5,9,TELECOM ROCKET(C137),C Schofield,Y S Tsui,125,1056,5,"""3""",6 9 9 5,01:22.7,11
9/6/2020,ST,5,Class 4 - 1400M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",6,10,CHUNG WAH SPIRIT(A168),M Chadwick,C H Yip,119,1105,12,"""3-1/2""",14 13 13 6,01:22.8,49
9/6/2020,ST,5,Class 4 - 1400M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",7,7,DIONYSUS COLLIN(B436),C Y Ho,K W Lui,127,1063,6,"""3-1/2""",11 10 10 7,01:22.8,46
9/6/2020,ST,5,Class 4 - 1400M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",8,5,HANG'S DECISION(T262),V Borges,W Y So,130,1125,11,"""3-3/4""",12 11 11 8,01:22.9,16
9/6/2020,ST,5,Class 4 - 1400M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",9,12,ROMAN IMPERO(V371),K H Chan,C H Yip,110,1186,13,"""5""",4 2 3 9,01:23.1,16
9/6/2020,ST,5,Class 4 - 1400M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",10,11,SHANGHAI LAD(C396),K C Leung,T P Yung,118,1061,2,"""5-1/4""",3 6 8 10,01:23.1,280
9/6/2020,ST,5,Class 4 - 1400M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",11,3,VILLA FIONN(B339),C L Chau,P F Yiu,122,1030,4,"""5-1/2""",10 12 12 11,01:23.1,18
9/6/2020,ST,5,Class 4 - 1400M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",12,13,JOYFUL CHEERS(C536),H W Lai,C S Shum,115,1147,9,"""6""",13 14 14 12,01:23.2,301
9/6/2020,ST,5,Class 4 - 1400M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",13,14,KELMIMI WINS(C419),K Teetan,D E Ferraris,115,1112,7,"""8-3/4""",5 5 5 13,01:23.7,13
9/6/2020,ST,5,Class 4 - 1400M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",14,8,SMILING FACE(D192),A Hamelin,D J Whyte,125,1209,3,"""8-3/4""",7 7 7 14,01:23.7,62
9/6/2020,ST,6,Class 4 - 1000M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",1,2,PRINCE OF GEMS(C031),A Hamelin,A T Millard,133,1167,1,"""-""",9 5 1,00:55.9,10
9/6/2020,ST,6,Class 4 - 1000M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",2,9,PEGASUS GLORY(D337),K C Leung,K H Ting,125,1121,6,"""1/2""",6 3 2,00:56.0,20
9/6/2020,ST,6,Class 4 - 1000M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",3,6,UNITED WE STAND(D048),C L Chau,C S Shum,116,1201,4,"""1-1/2""",2 1 3,00:56.2,3.3
9/6/2020,ST,6,Class 4 - 1000M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",4,3,DUBLIN STAR(C436),C Y Ho,K L Man,131,1218,8,"""1-3/4""",11 12 4,00:56.2,5.8
9/6/2020,ST,6,Class 4 - 1000M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",5,8,MANAGEMENT SUPREME(D248),M F Poon,K W Lui,123,1103,7,"""2-1/4""",1 2 5,00:56.3,41
9/6/2020,ST,6,Class 4 - 1000M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",6,7,WHISKEY NEAT(D150),M L Yeung,C Fownes,126,1152,9,"""2-3/4""",5 8 6,00:56.4,37
9/6/2020,ST,6,Class 4 - 1000M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",7,12,COMFORT LIFE(B169),J Moreira,F C Lor,122,1129,13,"""3-1/4""",12 10 7,00:56.4,5.7
9/6/2020,ST,6,Class 4 - 1000M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",8,10,SURE WIN WIN(D407),Z Purton,T P Yung,125,1190,5,"""4-3/4""",8 9 8,00:56.7,9.2
9/6/2020,ST,6,Class 4 - 1000M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",9,14,SUPER WINNER(C341),V Borges,C H Yip,115,1180,2,"""5""",7 6 9,00:56.7,8.3
9/6/2020,ST,6,Class 4 - 1000M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",10,1,CORRIENTHES(D346),H W Lai,D E Ferraris,133,1057,14,"""5""",4 4 10,00:56.7,197
9/6/2020,ST,6,Class 4 - 1000M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",11,4,HELAKU KNIGHT(C328),B Shinn,D A Hayes,131,1092,11,"""5-1/4""",13 11 11,00:56.8,9.5
9/6/2020,ST,6,Class 4 - 1000M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",12,5,HAPPY GOOD GUYS(B466),K H Chan,P F Yiu,123,1133,3,"""6""",3 7 12,00:56.9,76
9/6/2020,ST,6,Class 4 - 1000M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",13,11,LUCKY TURBO(D400),N Callan,A S Cruz,124,1316,10,"""7""",10 13 13,00:57.0,65
9/6/2020,ST,6,Class 4 - 1000M - (60-40),GOOD,"TURF - ""A"" Course","HK$ 1,000,000",14,13,TIGER GLARE(D290),H T Mo,L Ho,116,1020,12,"""9-1/2""",14 14 14,00:57.4,188
9/6/2020,ST,7,Class 3 - 1000M - (80-60),GOOD,"TURF - ""A"" Course","HK$ 1,500,000",1,6,METRO WARRIOR(D387),Z Purton,D A Hayes,123,1129,11,"""-""",3 2 1,00:55.8,3
9/6/2020,ST,7,Class 3 - 1000M - (80-60),GOOD,"TURF - ""A"" Course","HK$ 1,500,000",2,2,ALLIED AGILITY(C314),K H Chan,P F Yiu,125,1138,9,"""N""",1 1 2,00:55.8,11
9/6/2020,ST,7,Class 3 - 1000M - (80-60),GOOD,"TURF - ""A"" Course","HK$ 1,500,000",3,8,TAKE WHAT YOU NEED(C474),K Teetan,D J Whyte,121,1043,5,"""2""",8 7 3,00:56.1,8.5
9/6/2020,ST,7,Class 3 - 1000M - (80-60),GOOD,"TURF - ""A"" Course","HK$ 1,500,000",4,1,BALTIC SUCCESS(C373),A Hamelin,C S Shum,133,1145,7,"""2-1/4""",2 3 4,00:56.1,18
9/6/2020,ST,7,Class 3 - 1000M - (80-60),GOOD,"TURF - ""A"" Course","HK$ 1,500,000",5,13,TRUST ME(C134),K C Leung,C H Yip,116,1122,2,"""2-1/2""",9 10 5,00:56.2,18
9/6/2020,ST,7,Class 3 - 1000M - (80-60),GOOD,"TURF - ""A"" Course","HK$ 1,500,000",6,7,HEART CONQUERED(D174),A Badel,R Gibson,121,1232,8,"""2-3/4""",5 5 6,00:56.2,7.9
9/6/2020,ST,7,Class 3 - 1000M - (80-60),GOOD,"TURF - ""A"" Course","HK$ 1,500,000",7,9,TELECOM JAC(D368),V Borges,W Y So,121,1072,12,"""3""",12 12 7,00:56.3,344
9/6/2020,ST,7,Class 3 - 1000M - (80-60),GOOD,"TURF - ""A"" Course","HK$ 1,500,000",8,12,SUNNY LAD(D265),C Wong,A S Cruz,111,1251,10,"""3-1/2""",13 11 8,00:56.3,293
9/6/2020,ST,7,Class 3 - 1000M - (80-60),GOOD,"TURF - ""A"" Course","HK$ 1,500,000",9,14,WHAT A LEGEND(C004),M F Poon,K H Ting,112,1074,14,"""4-1/2""",7 6 9,00:56.5,45
9/6/2020,ST,7,Class 3 - 1000M - (80-60),GOOD,"TURF - ""A"" Course","HK$ 1,500,000",10,10,CHANCHENG PRINCE(D270),J Moreira,K W Lui,118,1156,3,"""5-1/2""",10 8 10,00:56.6,8
9/6/2020,ST,7,Class 3 - 1000M - (80-60),GOOD,"TURF - ""A"" Course","HK$ 1,500,000",11,11,KA YING MASTER(C240),M L Yeung,T P Yung,118,1156,6,"""6-1/4""",4 4 11,00:56.8,9.8
9/6/2020,ST,7,Class 3 - 1000M - (80-60),GOOD,"TURF - ""A"" Course","HK$ 1,500,000",12,4,PRINCE OF FROG(D324),C L Chau,L Ho,119,1181,13,"""6-3/4""",14 14 12,00:56.8,89
9/6/2020,ST,7,Class 3 - 1000M - (80-60),GOOD,"TURF - ""A"" Course","HK$ 1,500,000",13,5,WAR OF COURAGE(C483),C Schofield,K L Man,129,1222,4,"""7""",6 9 13,00:56.9,5.9
9/6/2020,ST,7,Class 3 - 1000M - (80-60),GOOD,"TURF - ""A"" Course","HK$ 1,500,000",14,3,PRINCE OF BON BON(D383),N Callan,D E Ferraris,132,1010,1,"""10-3/4""",11 13 14,00:57.5,376
9/6/2020,ST,8,Class 1 - 1200M - (90+),GOOD,"TURF - ""A"" Course","HK$ 3,000,000",1,6,PERFECT MATCH(B393),A Badel,C S Shum,121,1122,8,"""-""",4 4 1,01:08.4,8
9/6/2020,ST,8,Class 1 - 1200M - (90+),GOOD,"TURF - ""A"" Course","HK$ 3,000,000",2,4,JOLLY BANNER(V077),C L Chau,P F Yiu,116,1098,7,"""1-1/2""",8 7 2,01:08.7,39
9/6/2020,ST,8,Class 1 - 1200M - (90+),GOOD,"TURF - ""A"" Course","HK$ 3,000,000",3,11,VICTORIAM(C186),M F Poon,K W Lui,111,1148,2,"""2""",9 9 3,01:08.7,14
9/6/2020,ST,8,Class 1 - 1200M - (90+),GOOD,"TURF - ""A"" Course","HK$ 3,000,000",4,10,COMPUTER PATCH(D139),K Teetan,A S Cruz,117,1135,5,"""2""",3 3 4,01:08.7,3.4
9/6/2020,ST,8,Class 1 - 1200M - (90+),GOOD,"TURF - ""A"" Course","HK$ 3,000,000",5,2,RATTAN(A061),C Schofield,R Gibson,132,1165,10,"""2-3/4""",11 10 5,01:08.9,16
9/6/2020,ST,8,Class 1 - 1200M - (90+),GOOD,"TURF - ""A"" Course","HK$ 3,000,000",6,3,CHAMPION'S WAY(C061),J Moreira,J Size,126,1102,3,"""2-3/4""",2 2 6,01:08.9,3.9
9/6/2020,ST,8,Class 1 - 1200M - (90+),GOOD,"TURF - ""A"" Course","HK$ 3,000,000",7,5,FAT TURTLE(C215),C Y Ho,F C Lor,125,1132,4,"""3-1/4""",6 6 7,01:08.9,11
9/6/2020,ST,8,Class 1 - 1200M - (90+),GOOD,"TURF - ""A"" Course","HK$ 3,000,000",8,1,WISHFUL THINKER(B180),Z Purton,C H Yip,133,1187,6,"""3-1/2""",7 8 8,01:09.0,11
9/6/2020,ST,8,Class 1 - 1200M - (90+),GOOD,"TURF - ""A"" Course","HK$ 3,000,000",9,8,AMAZING STAR(B019),V Borges,K H Ting,118,1185,9,"""3-3/4""",1 1 9,01:09.0,19
9/6/2020,ST,8,Class 1 - 1200M - (90+),GOOD,"TURF - ""A"" Course","HK$ 3,000,000",10,7,BEAUTY LEGACY(D023),N Callan,J Size,120,1189,11,"""4-1/4""",10 11 10,01:09.1,11
9/6/2020,ST,8,Class 1 - 1200M - (90+),GOOD,"TURF - ""A"" Course","HK$ 3,000,000",11,9,SHINING ACE(C229),M Chadwick,J Size,118,1155,1,"""6""",5 5 11,01:09.4,13
9/6/2020,ST,9,Class 3 - 1400M - (80-60),GOOD,"TURF - ""A"" Course","HK$ 1,500,000",1,4,EXCELLENT PROPOSAL(D386),J Moreira,J Size,131,1050,6,"""-""",6 7 9 1,01:21.6,2.4
9/6/2020,ST,9,Class 3 - 1400M - (80-60),GOOD,"TURF - ""A"" Course","HK$ 1,500,000",2,1,STAR PERFORMANCE(C429),K Teetan,A S Cruz,133,1088,3,"""SH""",7 6 4 2,01:21.7,7.2
9/6/2020,ST,9,Class 3 - 1400M - (80-60),GOOD,"TURF - ""A"" Course","HK$ 1,500,000",3,13,GREAT TREASURE(T380),H N Wong,Y S Tsui,112,994,13,"""N""",14 14 14 3,01:21.7,43
9/6/2020,ST,9,Class 3 - 1400M - (80-60),GOOD,"TURF - ""A"" Course","HK$ 1,500,000",4,6,UNCLE STEVE(C140),C Schofield,D J Whyte,131,1119,10,"""1-1/4""",10 10 7 4,01:21.9,7.8
9/6/2020,ST,9,Class 3 - 1400M - (80-60),GOOD,"TURF - ""A"" Course","HK$ 1,500,000",5,12,TOP SCORE(V357),V Borges,K W Lui,119,1126,5,"""1-1/2""",1 2 1 5,01:21.9,75
9/6/2020,ST,9,Class 3 - 1400M - (80-60),GOOD,"TURF - ""A"" Course","HK$ 1,500,000",6,9,THE HULK(C431),N Callan,C Fownes,125,1132,14,"""1-1/2""",11 12 12 6,01:21.9,12
9/6/2020,ST,9,Class 3 - 1400M - (80-60),GOOD,"TURF - ""A"" Course","HK$ 1,500,000",7,5,REGENCY BO BO(A050),Z Purton,C S Shum,131,1203,4,"""2""",4 5 5 7,01:22.0,13
9/6/2020,ST,9,Class 3 - 1400M - (80-60),GOOD,"TURF - ""A"" Course","HK$ 1,500,000",8,8,GIFT OF LIFELINE(C172),K C Leung,A T Millard,125,1020,11,"""2-1/2""",12 11 13 8,01:22.0,30
9/6/2020,ST,9,Class 3 - 1400M - (80-60),GOOD,"TURF - ""A"" Course","HK$ 1,500,000",9,7,TIANCHI MONSTER(B350),A Hamelin,W Y So,128,1156,12,"""2-3/4""",13 13 10 9,01:22.1,200
9/6/2020,ST,9,Class 3 - 1400M - (80-60),GOOD,"TURF - ""A"" Course","HK$ 1,500,000",10,10,ALCARI(A354),M F Poon,P F Yiu,122,1228,2,"""3-1/4""",3 4 6 10,01:22.2,14
9/6/2020,ST,9,Class 3 - 1400M - (80-60),GOOD,"TURF - ""A"" Course","HK$ 1,500,000",11,3,CORDYCEPS(B070),C Y Ho,K W Lui,131,1190,8,"""5""",8 3 3 11,01:22.4,8.9
9/6/2020,ST,9,Class 3 - 1400M - (80-60),GOOD,"TURF - ""A"" Course","HK$ 1,500,000",12,14,PERFECT PAIR(C027),A Badel,K H Ting,115,1094,7,"""5""",5 8 11 12,01:22.5,10
9/6/2020,ST,9,Class 3 - 1400M - (80-60),GOOD,"TURF - ""A"" Course","HK$ 1,500,000",13,11,PRIVATE COUNCIL(D389),B Shinn,D A Hayes,123,1168,9,"""6-1/2""",9 9 8 13,01:22.7,42
9/6/2020,ST,9,Class 3 - 1400M - (80-60),GOOD,"TURF - ""A"" Course","HK$ 1,500,000",14,2,HONGKONG GREAT(D353),M Chadwick,C S Shum,132,1058,1,"""12""",2 1 2 14,01:23.5,200
