Date,Loc.,Race No.,Type,Going,Course,Purse,Place,No.,Horse,Jockey,Trainer,Act. Wt.,Decl. Horse Wt.,Draw,LBW,Running Pos.,Finish Time,Win Odds
1/27/2021,HV,1,Class 5 - 1200M - (40-0),GOOD,"TURF - ""C+3"" Course","HK$ 750,000",5,2,FANTASTIC FABIO(V364),Z Purton,C H Yip,132,1206,11,"""1-1/2""",2 2 5,01:10.3,10
1/27/2021,HV,1,Class 5 - 1200M - (40-0),GOOD,"TURF - ""C+3"" Course","HK$ 750,000",6,7,ALLOY STAR(D053),M Chadwick,T P Yung,126,1045,1,"""2-1/2""",7 6 6,01:10.4,12
1/27/2021,HV,1,Class 5 - 1200M - (40-0),GOOD,"TURF - ""C+3"" Course","HK$ 750,000",7,6,WELL DRAGON(C539),T Piccone,W Y So,128,1172,2,"""3-1/2""",9 10 7,01:10.6,14
1/27/2021,HV,1,Class 5 - 1200M - (40-0),GOOD,"TURF - ""C+3"" Course","HK$ 750,000",8,12,SHOW MISSION(T436),M F Poon,C W Chang,113,1123,6,"""3-1/2""",12 12 8,01:10.6,41
1/27/2021,HV,1,Class 5 - 1200M - (40-0),GOOD,"TURF - ""C+3"" Course","HK$ 750,000",9,9,WHO'S HORSE(C233),K Teetan,A S Cruz,124,1150,8,"""3-1/2""",6 7 9,01:10.6,21
1/27/2021,HV,1,Class 5 - 1200M - (40-0),GOOD,"TURF - ""C+3"" Course","HK$ 750,000",10,4,TIGER GLARE(D290),H W Lai,L Ho,131,1038,12,"""5""",10 9 10,01:10.8,116
1/27/2021,HV,1,Class 5 - 1200M - (40-0),GOOD,"TURF - ""C+3"" Course","HK$ 750,000",11,1,NOBLE MAN(C412),A Hamelin,J Size,133,1134,7,"""5-1/2""",3 4 11,01:10.9,14
1/27/2021,HV,1,Class 5 - 1200M - (40-0),GOOD,"TURF - ""C+3"" Course","HK$ 750,000",12,10,TINKER BELLE(D210),C Schofield,D E Ferraris,120,1048,10,"""7""",8 8 12,01:11.2,109
1/27/2021,HV,2,Class 5 - 1650M - (40-0),GOOD,"TURF - ""C+3"" Course","HK$ 750,000",1,2,CALIFORNIA LEGEND(B363),C Soumillon,A S Cruz,127,1135,3,"""-""",2 2 2 1,01:40.5,3.7
1/27/2021,HV,2,Class 5 - 1650M - (40-0),GOOD,"TURF - ""C+3"" Course","HK$ 750,000",2,4,TAILOR MADE(C522),M F Poon,C W Chang,125,1033,2,"""3""",6 5 5 2,01:41.0,10
1/27/2021,HV,2,Class 5 - 1650M - (40-0),GOOD,"TURF - ""C+3"" Course","HK$ 750,000",3,5,VIRTUS STAR(B395),A Badel,F C Lor,127,1089,8,"""3-3/4""",3 4 4 3,01:41.1,12
1/27/2021,HV,2,Class 5 - 1650M - (40-0),GOOD,"TURF - ""C+3"" Course","HK$ 750,000",4,8,NITRO EXPRESS(T353),J Moreira,D E Ferraris,122,1237,7,"""3-3/4""",8 7 7 4,01:41.1,6.9
1/27/2021,HV,2,Class 5 - 1650M - (40-0),GOOD,"TURF - ""C+3"" Course","HK$ 750,000",5,10,HAPPY HOUR(B286),Z Purton,C H Yip,120,1142,1,"""4""",5 6 6 5,01:41.1,2.4
1/27/2021,HV,2,Class 5 - 1650M - (40-0),GOOD,"TURF - ""C+3"" Course","HK$ 750,000",6,12,STRAPPING BAUHINIA(B325),C Y Ho,Y S Tsui,118,1029,10,"""5-3/4""",4 3 3 6,01:41.4,28
1/27/2021,HV,2,Class 5 - 1650M - (40-0),GOOD,"TURF - ""C+3"" Course","HK$ 750,000",7,9,VEGA RHYTHM(C455),N Callan,L Ho,122,1173,11,"""6-1/4""",10 9 8 7,01:41.5,106
1/27/2021,HV,2,Class 5 - 1650M - (40-0),GOOD,"TURF - ""C+3"" Course","HK$ 750,000",8,7,LUCKY VICTOR(C514),M L Yeung,K H Ting,123,1175,12,"""7""",1 1 1 8,01:41.6,217
1/27/2021,HV,2,Class 5 - 1650M - (40-0),GOOD,"TURF - ""C+3"" Course","HK$ 750,000",9,3,GREAT SMART(C319),M Chadwick,K L Man,127,1231,5,"""7-1/4""",11 11 10 9,01:41.7,20
1/27/2021,HV,2,Class 5 - 1650M - (40-0),GOOD,"TURF - ""C+3"" Course","HK$ 750,000",10,6,EVEN KEEL(C442),C Schofield,A T Millard,125,966,6,"""8-1/2""",7 8 9 10,01:41.9,13
1/27/2021,HV,2,Class 5 - 1650M - (40-0),GOOD,"TURF - ""C+3"" Course","HK$ 750,000",11,1,HUMBLE STEED(A327),H T Mo,T P Yung,126,1144,4,"""15-1/2""",9 10 11 11,01:43.0,51
1/27/2021,HV,2,Class 5 - 1650M - (40-0),GOOD,"TURF - ""C+3"" Course","HK$ 750,000",12,11,GENERAL CASTLEDALE(C350),K Teetan,P O'Sullivan,118,1060,9,"""24-1/2""",12 12 12 12,01:44.4,31
1/27/2021,HV,3,Class 4 - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 1,000,000",1,8,THE ANOMALY(E113),M L Yeung,K H Ting,125,1132,2,"""-""",8 9 1,01:10.0,64
1/27/2021,HV,3,Class 4 - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 1,000,000",2,2,JAZZ STEED(C406),K H Chan,C Fownes,125,1252,3,"""SH""",4 5 2,01:10.0,3.8
1/27/2021,HV,3,Class 4 - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 1,000,000",3,11,COURAGEOUS DRAGON(C015),K Teetan,W Y So,116,1178,4,"""N""",6 7 3,01:10.1,6.3
1/27/2021,HV,3,Class 4 - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 1,000,000",4,1,SPRINT FORWARD(C353),C L Chau,D A Hayes,126,1141,10,"""1-1/4""",7 6 4,01:10.2,20
1/27/2021,HV,3,Class 4 - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 1,000,000",5,9,WON BALL(C504),M F Poon,D J Hall,123,1023,7,"""1-1/4""",9 10 5,01:10.2,25
1/27/2021,HV,3,Class 4 - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 1,000,000",6,7,MY ECSTATIC(E004),J Moreira,F C Lor,125,1212,6,"""2""",3 2 6,01:10.3,2.8
1/27/2021,HV,3,Class 4 - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 1,000,000",7,3,CALIFORNIA LEVEE(C523),M Chadwick,A S Cruz,129,1256,11,"""2-1/4""",10 8 7,01:10.4,10
1/27/2021,HV,3,Class 4 - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 1,000,000",8,6,MOONLUCK(E079),C Y Ho,K W Lui,125,1035,12,"""2-1/2""",12 12 8,01:10.4,91
1/27/2021,HV,3,Class 4 - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 1,000,000",9,4,HERO TIME(B010),N Callan,R Gibson,127,1133,1,"""2-3/4""",5 4 9,01:10.5,7.6
1/27/2021,HV,3,Class 4 - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 1,000,000",10,10,GOOD LUCK MONEY(D227),K C Leung,C H Yip,120,1088,9,"""3""",11 11 10,01:10.5,70
1/27/2021,HV,3,Class 4 - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 1,000,000",11,5,VERY SWEET ORANGE(A300),T Piccone,Y S Tsui,126,1178,8,"""3-1/2""",1 1 11,01:10.5,15
1/27/2021,HV,3,Class 4 - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 1,000,000",12,12,LUCKY RUBY(D338),A Badel,K L Man,115,1083,5,"""3-3/4""",2 3 12,01:10.6,74
1/27/2021,HV,4,Class 4 - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 1,000,000",1,4,EVER FORCE(D453),Z Purton,C S Shum,126,1021,1,"""-""",3 4 1,01:09.9,1.6
1/27/2021,HV,4,Class 4 - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 1,000,000",2,9,PEAK TO PEAK(D472),J Moreira,F C Lor,124,1090,9,"""N""",4 3 2,01:10.0,8.4
1/27/2021,HV,4,Class 4 - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 1,000,000",3,12,HAPPY TANGO(D075),H T Mo,Y S Tsui,113,1209,7,"""3-1/2""",2 2 3,01:10.5,19
1/27/2021,HV,4,Class 4 - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 1,000,000",4,10,ROMANTIC TROVE(E007),C Y Ho,W Y So,124,1121,12,"""3-1/2""",10 10 4,01:10.5,41
1/27/2021,HV,4,Class 4 - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 1,000,000",5,6,NOBLE BOYZ(E156),K Teetan,D J Whyte,126,1196,4,"""3-3/4""",6 6 5,01:10.5,19
1/27/2021,HV,4,Class 4 - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 1,000,000",6,11,CIGAR BUDDIES(D299),M F Poon,P F Yiu,119,1131,3,"""4""",5 5 6,01:10.5,16
1/27/2021,HV,4,Class 4 - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 1,000,000",7,3,PHENOMENAL COMBO(D493),H N Wong,C H Yip,124,1148,5,"""4""",9 8 7,01:10.6,31
1/27/2021,HV,4,Class 4 - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 1,000,000",8,5,HELAKU KNIGHT(C328),B Shinn,D A Hayes,126,1105,8,"""5-1/4""",8 7 8,01:10.8,17
1/27/2021,HV,4,Class 4 - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 1,000,000",9,2,TOP SCORE(V357),A Badel,C W Chang,132,1136,10,"""6""",11 11 9,01:10.9,18
1/27/2021,HV,4,Class 4 - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 1,000,000",10,1,CHAMP PATROL(D086),K H Chan,C Fownes,126,1121,6,"""7""",1 1 10,01:11.1,9.7
1/27/2021,HV,4,Class 4 - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 1,000,000",11,7,SACRED GIANT(E094),T Piccone,K W Lui,126,1149,11,"""7-1/2""",12 12 11,01:11.1,91
1/27/2021,HV,4,Class 4 - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 1,000,000",12,8,WIN TECH(E152),K C Leung,P O'Sullivan,126,1022,2,"""7-3/4""",7 9 12,01:11.2,56
1/27/2021,HV,5,Class 4 - 1000M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 1,000,000",1,2,MOMENT OF POWER(V138),Z Purton,P O'Sullivan,132,1106,8,"""-""",1 1 1,00:57.2,34
1/27/2021,HV,5,Class 4 - 1000M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 1,000,000",2,3,WHISKEY NEAT(D150),J Moreira,C Fownes,129,1156,1,"""SH""",4 3 2,00:57.2,2.4
1/27/2021,HV,5,Class 4 - 1000M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 1,000,000",3,5,MY MY MY(E074),K Teetan,F C Lor,126,1174,3,"""N""",8 5 3,00:57.2,8.3
1/27/2021,HV,5,Class 4 - 1000M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 1,000,000",4,4,HARMONY FIRE(E175),C L Chau,D J Whyte,119,1066,7,"""3/4""",6 7 4,00:57.3,13
1/27/2021,HV,5,Class 4 - 1000M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 1,000,000",5,11,CARRY THE DIAMOND(D122),M Chadwick,R Gibson,119,1161,5,"""1-3/4""",9 9 5,00:57.4,12
1/27/2021,HV,5,Class 4 - 1000M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 1,000,000",6,7,VIVA CHEF(D411),M F Poon,L Ho,121,1095,4,"""2""",7 8 6,00:57.5,7.8
1/27/2021,HV,5,Class 4 - 1000M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 1,000,000",7,8,FORZA ANGEL(B333),H N Wong,Y S Tsui,119,1083,2,"""2-3/4""",3 6 7,00:57.6,8.2
1/27/2021,HV,5,Class 4 - 1000M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 1,000,000",8,12,DR PROACTIVE(A345),C Y Ho,K H Ting,117,1071,9,"""2-3/4""",11 11 8,00:57.6,38
1/27/2021,HV,5,Class 4 - 1000M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 1,000,000",9,1,NEXTMODEL(D015),C Soumillon,T P Yung,133,1164,10,"""4""",2 2 9,00:57.8,6.3
1/27/2021,HV,5,Class 4 - 1000M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 1,000,000",10,6,OFF THE REEL(E104),K C Leung,P F Yiu,126,1075,6,"""4-1/4""",10 10 10,00:57.8,22
1/27/2021,HV,5,Class 4 - 1000M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 1,000,000",11,9,GOUTEN OF GARO(A291),A Hamelin,D E Ferraris,122,1175,11,"""5-3/4""",5 4 11,00:58.1,42
1/27/2021,HV,5,Class 4 - 1000M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 1,000,000",WV,10,SEA MONARCH(D063),M L Yeung,W Y So,122,---,---,"""---""",---,---,---
1/27/2021,HV,6,Class 4 - 1650M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 1,000,000",1,8,DREAM WARRIORS(C280),K Teetan,A S Cruz,125,1119,8,"""-""",3 4 4 1,01:39.9,9.8
1/27/2021,HV,6,Class 4 - 1650M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 1,000,000",2,4,V CHEVALIERS(C358),A Badel,K L Man,130,1101,6,"""N""",5 6 5 2,01:40.0,5
1/27/2021,HV,6,Class 4 - 1650M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 1,000,000",3,11,MISTER MONTE(A201),M Chadwick,C W Chang,117,1072,5,"""2-1/2""",1 1 1 3,01:40.3,19
1/27/2021,HV,6,Class 4 - 1650M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 1,000,000",4,9,SHANGHAI GRACE(D190),Z Purton,Y S Tsui,121,1054,11,"""3-1/2""",2 2 2 4,01:40.5,9.1
1/27/2021,HV,6,Class 4 - 1650M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 1,000,000",5,3,PLAY WISE(A411),M F Poon,C H Yip,128,1099,2,"""3-3/4""",11 10 11 5,01:40.5,8.3
1/27/2021,HV,6,Class 4 - 1650M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 1,000,000",6,7,DAILY BEAUTY(D070),J Moreira,C Fownes,125,1187,9,"""4-1/2""",7 8 7 6,01:40.6,5.7
1/27/2021,HV,6,Class 4 - 1650M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 1,000,000",7,2,CHARIZARD(B463),C Soumillon,D E Ferraris,131,1067,4,"""5""",4 3 3 7,01:40.7,4.5
1/27/2021,HV,6,Class 4 - 1650M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 1,000,000",8,10,GOOD DAYS(A333),A Hamelin,C S Shum,119,1116,3,"""5-3/4""",10 11 9 8,01:40.8,26
1/27/2021,HV,6,Class 4 - 1650M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 1,000,000",9,1,DIVINE UNICORN(C269),C L Chau,W Y So,126,1205,10,"""5-3/4""",12 12 12 9,01:40.8,10
1/27/2021,HV,6,Class 4 - 1650M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 1,000,000",10,5,MONSTER KAKA(B319),C Y Ho,D J Hall,128,1023,12,"""6-1/2""",6 5 6 10,01:40.9,17
1/27/2021,HV,6,Class 4 - 1650M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 1,000,000",11,12,HAR HAR HEART(A224),M L Yeung,T P Yung,115,1226,7,"""8-1/2""",9 9 8 11,01:41.3,70
1/27/2021,HV,6,Class 4 - 1650M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 1,000,000",12,6,STAR OF RED(D194),H N Wong,K H Ting,124,1109,1,"""13""",8 7 10 12,01:42.0,36
1/27/2021,HV,7,Class 3 - 1000M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,500,000",1,4,WE THE SOUTH(D149),C Soumillon,F C Lor,132,1135,3,"""-""",2 2 1,00:56.7,3.6
1/27/2021,HV,7,Class 3 - 1000M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,500,000",2,3,FLYING GENIUS(D071),Z Purton,A S Cruz,132,1210,7,"""1/2""",6 5 2,00:56.8,7.7
1/27/2021,HV,7,Class 3 - 1000M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,500,000",3,2,SAUL'S SPECIAL(A293),T Piccone,C W Chang,133,1123,10,"""1/2""",8 10 3,00:56.8,37
1/27/2021,HV,7,Class 3 - 1000M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,500,000",4,6,KURPANY(D172),A Badel,C Fownes,129,1140,11,"""2""",12 11 4,00:57.0,4.6
1/27/2021,HV,7,Class 3 - 1000M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,500,000",5,1,KAI XIN DRAGON(E174),K Teetan,D A Hayes,133,1196,2,"""3-1/4""",5 7 5,00:57.3,8.5
1/27/2021,HV,7,Class 3 - 1000M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,500,000",6,5,HARMONY AND RICH(D110),C Wong,Y S Tsui,125,1113,5,"""3-1/4""",1 1 6,00:57.3,11
1/27/2021,HV,7,Class 3 - 1000M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,500,000",7,8,FABULOUS EIGHT(B473),J Moreira,P F Yiu,124,1120,6,"""3-1/4""",10 9 7,00:57.3,5.3
1/27/2021,HV,7,Class 3 - 1000M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,500,000",8,12,WILD WEST WING(C381),A Hamelin,J Size,118,1076,9,"""4-1/2""",4 4 8,00:57.4,23
1/27/2021,HV,7,Class 3 - 1000M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,500,000",9,9,MAN STAR(D429),C Schofield,K H Ting,124,1155,4,"""4-3/4""",3 3 9,00:57.5,11
1/27/2021,HV,7,Class 3 - 1000M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,500,000",10,10,NORDIC WELLSTAR(E207),C L Chau,D J Whyte,117,1056,8,"""5-1/2""",9 8 10,00:57.6,41
1/27/2021,HV,7,Class 3 - 1000M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,500,000",11,7,YOUNG PASSION(D380),B Shinn,D J Hall,128,1171,12,"""8-1/2""",11 12 11,00:58.1,150
1/27/2021,HV,7,Class 3 - 1000M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,500,000",12,11,ORION PATCH(D401),M F Poon,K W Lui,121,1125,1,"""12""",7 6 12,00:58.6,80
1/27/2021,HV,8,Class 2 - 1650M - (100-80),GOOD,"TURF - ""C+3"" Course","HK$ 2,200,000",1,9,DELIGHTFUL LAOS(D321),K C Leung,A S Cruz,120,1175,2,"""-""",6 7 7 1,01:39.0,6.5
1/27/2021,HV,8,Class 2 - 1650M - (100-80),GOOD,"TURF - ""C+3"" Course","HK$ 2,200,000",2,11,THE ROCK(D187),J Moreira,C Fownes,118,1187,7,"""1/2""",9 8 8 2,01:39.1,4.3
1/27/2021,HV,8,Class 2 - 1650M - (100-80),GOOD,"TURF - ""C+3"" Course","HK$ 2,200,000",3,2,STAR SHINE(B163),A Hamelin,K W Lui,130,1215,6,"""3/4""",7 6 6 3,01:39.1,19
1/27/2021,HV,8,Class 2 - 1650M - (100-80),GOOD,"TURF - ""C+3"" Course","HK$ 2,200,000",4,4,SUNSHINE WARRIOR(C360),Z Purton,A S Cruz,124,1127,8,"""1""",8 9 9 4,01:39.2,3.9
1/27/2021,HV,8,Class 2 - 1650M - (100-80),GOOD,"TURF - ""C+3"" Course","HK$ 2,200,000",5,5,MAGNIFICENT(C121),C Y Ho,K H Ting,123,1163,10,"""2""",3 2 1 5,01:39.3,12
1/27/2021,HV,8,Class 2 - 1650M - (100-80),GOOD,"TURF - ""C+3"" Course","HK$ 2,200,000",6,1,GENERAL'S DELIGHT(D022),C Soumillon,D J Whyte,130,1248,9,"""2-1/4""",10 10 10 6,01:39.4,8.5
1/27/2021,HV,8,Class 2 - 1650M - (100-80),GOOD,"TURF - ""C+3"" Course","HK$ 2,200,000",7,3,SOLAR WAI WAI(C111),K Teetan,F C Lor,127,1088,1,"""2-3/4""",4 5 4 7,01:39.4,7.9
1/27/2021,HV,8,Class 2 - 1650M - (100-80),GOOD,"TURF - ""C+3"" Course","HK$ 2,200,000",8,8,ALPHA HEDGE(B102),C L Chau,K W Lui,114,1217,4,"""3""",5 4 5 8,01:39.5,10
1/27/2021,HV,8,Class 2 - 1650M - (100-80),GOOD,"TURF - ""C+3"" Course","HK$ 2,200,000",9,6,REEL BIZZY(C138),M F Poon,C S Shum,121,1103,5,"""3-1/4""",1 1 2 9,01:39.5,30
1/27/2021,HV,8,Class 2 - 1650M - (100-80),GOOD,"TURF - ""C+3"" Course","HK$ 2,200,000",10,7,BEAR AGAIN(C301),A Badel,D E Ferraris,122,1081,3,"""6""",2 3 3 10,01:39.9,22
1/27/2021,HV,8,Class 2 - 1650M - (100-80),GOOD,"TURF - ""C+3"" Course","HK$ 2,200,000",11,10,INVINCIBLE MISSILE(C037),M L Yeung,W Y So,119,1127,11,"""7-1/2""",11 11 11 11,01:40.2,44
1/27/2021,HV,9,Class 3 - 1650M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,500,000",1,8,SAVAQUIN(D479),J Moreira,J Size,121,1068,11,"""-""",9 9 9 1,01:40.3,4.5
1/27/2021,HV,9,Class 3 - 1650M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,500,000",2,4,ROYAL BOMB(E143),C Soumillon,C Fownes,128,1109,2,"""HD""",3 4 4 2,01:40.3,3.8
1/27/2021,HV,9,Class 3 - 1650M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,500,000",3,5,HELENE WISDOM STAR(D460),Z Purton,A S Cruz,123,1155,10,"""1""",11 10 10 3,01:40.5,6.3
1/27/2021,HV,9,Class 3 - 1650M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,500,000",4,1,CINQUANTE CINQ(B404),C L Chau,T P Yung,126,1075,4,"""1-1/2""",5 3 2 4,01:40.6,8.8
1/27/2021,HV,9,Class 3 - 1650M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,500,000",5,10,KING'S CAPITAL(E077),C Schofield,D A Hayes,120,1039,9,"""2-1/4""",8 8 8 5,01:40.7,34
1/27/2021,HV,9,Class 3 - 1650M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,500,000",6,3,WORLD FAMOUS(C288),K C Leung,P F Yiu,130,1119,1,"""2-1/2""",6 6 6 6,01:40.7,6.4
1/27/2021,HV,9,Class 3 - 1650M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,500,000",7,6,BEAUTY SPARK(C318),M F Poon,F C Lor,120,1155,3,"""2-1/2""",4 5 5 7,01:40.7,40
1/27/2021,HV,9,Class 3 - 1650M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,500,000",8,2,NOBLE STEED(A326),N Callan,K W Lui,132,1158,7,"""2-1/2""",7 7 7 8,01:40.8,12
1/27/2021,HV,9,Class 3 - 1650M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,500,000",9,12,FARSHAD(B238),C Y Ho,Y S Tsui,117,1127,6,"""3""",2 2 3 9,01:40.8,11
1/27/2021,HV,9,Class 3 - 1650M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,500,000",10,7,SURREALISM(C285),A Hamelin,D E Ferraris,122,1138,5,"""5""",1 1 1 10,01:41.1,17
1/27/2021,HV,9,Class 3 - 1650M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,500,000",11,9,KASI FARASI(B385),C Wong,C H Yip,114,1070,8,"""7""",10 11 11 11,01:41.4,56
1/27/2021,HV,9,Class 3 - 1650M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,500,000",12,11,CABLE SPEED(D459),H T Mo,R Gibson,113,1159,12,"""13-1/4""",12 12 12 12,01:42.4,183
1/31/2021,ST,1,Class 4 - 1200M - (60-40),GOOD,"TURF - ""B+2"" Course","HK$ 1,000,000",1,7,FANTASTIC WAY(E219),J Moreira,J Size,125,1108,1,"""-""",1 1 1,01:09.0,1.4
1/31/2021,ST,1,Class 4 - 1200M - (60-40),GOOD,"TURF - ""B+2"" Course","HK$ 1,000,000",2,14,FIRE BALL(D087),V Borges,C H Yip,116,1039,6,"""3/4""",2 2 2,01:09.1,7.2
1/31/2021,ST,1,Class 4 - 1200M - (60-40),GOOD,"TURF - ""B+2"" Course","HK$ 1,000,000",3,12,VUKAN(E095),K C Leung,P O'Sullivan,125,1246,2,"""3""",3 3 3,01:09.4,15
1/31/2021,ST,1,Class 4 - 1200M - (60-40),GOOD,"TURF - ""B+2"" Course","HK$ 1,000,000",4,3,SIMPLY SPECTACULAR(C425),Z Purton,C W Chang,130,1285,3,"""5""",4 4 4,01:09.8,7.7
1/31/2021,ST,1,Class 4 - 1200M - (60-40),GOOD,"TURF - ""B+2"" Course","HK$ 1,000,000",5,8,GLADSOME RYDER(E033),N Callan,R Gibson,125,1134,13,"""7""",14 11 5,01:10.1,285
1/31/2021,ST,1,Class 4 - 1200M - (60-40),GOOD,"TURF - ""B+2"" Course","HK$ 1,000,000",6,2,XPONENTIAL(D049),C L Chau,D J Whyte,125,1125,7,"""7-1/2""",5 6 6,01:10.2,21
1/31/2021,ST,1,Class 4 - 1200M - (60-40),GOOD,"TURF - ""B+2"" Course","HK$ 1,000,000",7,1,FLYING ON THE TURF(C477),M L Yeung,K H Ting,133,1150,9,"""8-1/2""",8 8 7,01:10.3,61
1/31/2021,ST,1,Class 4 - 1200M - (60-40),GOOD,"TURF - ""B+2"" Course","HK$ 1,000,000",8,5,CHIRON(E151),C Soumillon,D A Hayes,125,1131,5,"""8-1/2""",6 5 8,01:10.3,21
1/31/2021,ST,1,Class 4 - 1200M - (60-40),GOOD,"TURF - ""B+2"" Course","HK$ 1,000,000",9,9,STRATHMARTINE(D246),B Shinn,A T Millard,125,1086,11,"""8-1/2""",9 9 9,01:10.3,282
1/31/2021,ST,1,Class 4 - 1200M - (60-40),GOOD,"TURF - ""B+2"" Course","HK$ 1,000,000",10,6,COBY OPPA(C192),H N Wong,D J Hall,122,1052,4,"""8-3/4""",7 7 10,01:10.4,49
1/31/2021,ST,1,Class 4 - 1200M - (60-40),GOOD,"TURF - ""B+2"" Course","HK$ 1,000,000",11,4,HAPPY WARRIOR(A313),K H Chan,C Fownes,119,1108,14,"""10""",11 12 11,01:10.6,195
1/31/2021,ST,1,Class 4 - 1200M - (60-40),GOOD,"TURF - ""B+2"" Course","HK$ 1,000,000",12,10,THE SUBMARINE(D300),H T Mo,Y S Tsui,122,1048,8,"""10-1/2""",10 10 12,01:10.7,312
1/31/2021,ST,1,Class 4 - 1200M - (60-40),GOOD,"TURF - ""B+2"" Course","HK$ 1,000,000",13,13,TOP ACCOLADE(D302),C Y Ho,C S Shum,120,1067,10,"""12""",12 14 13,01:10.9,249
1/31/2021,ST,1,Class 4 - 1200M - (60-40),GOOD,"TURF - ""B+2"" Course","HK$ 1,000,000",14,11,VAST STARLIGHT(E020),T Piccone,W Y So,125,1058,12,"""16-3/4""",13 13 14,01:11.7,110
